,id,cws_id,image_url,name,age_months,gender,breed,primary_color,description,details,playful,active,curious,talkative,quiet,loving,sweet,likes_held,friendly,shy,spicy,loves_attention,age_group,energy_level,attention_need,personality,fosterer,good_first_cat,good_with_other_cats,good_with_other_dogs,good_with_kids,preferred_employment,preferred_home_ownership,good_with_allergies,require_fee,created_at,updated_at
198,667fe44c-d2b1-4dbf-8e96-e2a43be977c5,1681491263-124,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491263-124.jpg,Shaun and Sandy – bonded 5 years old siblings to be adopted together,60,female,domestic short hair,white,shy,"shaun and sandy didnt have a good start in their life. they were born on the busy streets in singapore but was fortunate to be saved by aunty alice. aunty alice had also managed to save their mommy and another sibling who were lucky to be adopted out. however, when sandy was rescued, her tail was injured very badly.
it’s skin was ripped off and blood was dripping from it. as the tail can no longer be saved, it had to be amputated.
shaun and sandy are very bonded and they must be adopted in pair. both of them had been sterilized, vacinnated and dewormed. shaun is like the perfect gentleman with a permanent mustache whereas sandy has a coat which look like a bengal tabby mix. sandy is very shy so adopters must be patient with her.
cats, like humans, need time to accept change, but with lots of tlc and patience, they will be the perfect companions for you. serious adopters to take note of the following requirements :
please read the following adoption requirements before making contact:

1. primary caregiver/adopter must be a working adult as keeping a cat is a lifetime commitment with financial responsibilities.

2. cat must be kept indoors only.

3. meshing and/or installing appropriate grilles is a must for windows/gates.

4. cat must be fed good quality wet & dry food.

5. cat must be given the necessary vet care as and when needed (eg annual vaccination & check-ups).

6. adoption fee & signing of adoption contract applies.

7. allowing a pre-adoption home visit and periodic home visits by rehomer/ fosterer when the cat is adopted.
if you are serious in providing a lifetime commitment and home for both shaun and sandy, please contact aunty alice at
91496338",False,False,False,False,False,False,False,False,False,True,False,False,adult,chill,independent,neutral,6,neutral,yes,neutral,neutral,working full time,owned,no allergies,no preference,2023-05-15T02:51:29.275Z,2023-05-15T02:51:29.275Z
199,eb8d88de-14f8-45e5-bac4-98348d32e4c0,1681491207-99,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491207-99.jpg,Oreo,5,female,domestic short hair,black,"loving, sweet, friendly",super sweet and friendly 5 months old kitten. she will seat on your lap and you cuddle her at anytime.,False,False,False,False,False,True,True,False,True,False,False,False,kitten,chill,neutral,sweet,5,neutral,neutral,neutral,neutral,working part time,rental with landlord’s consent,no allergies,yes,2023-05-15T02:51:11.467Z,2023-05-15T02:51:11.467Z
200,0eec54f9-1453-4926-8e13-524ca3a5e206,1681491056-31,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491056-31.jpg,Dobby and Smoky – Gentle Sweet Boys,11,male,domestic short hair,white,"quiet, sweet","dobby (white-ginger colour) and smoky (russian-blue colour) are brothers (11 months old). they were at risk and they were rescued together. they are now looking for their forever home. both have been sterilized, vaccinated and they are in the pink of health.

dobby and smoky are gentle and sweet boys. dobby has big soft paws; smoky has very soft fur. they are easy to handle and well-behaved. both are food-motivated and respond to treats, which will allow a new caregiver to quickly gain their trust.

both are very close to each other (sleep together, eat together, sometimes even use the toilet together!) so they must be adopted as a pair.

they can be suitable for a home with working adults as they are independent and they can be left alone, as well as suitable for families with children as they are very gentle.

i am not asking for fees and my only concern is to ensure that the adopter is serious about caring for the cats for their duration of their lives (so serious enquirers only please). since these are rescued cats, the move to a new home may be scary for them so the adopter must be patient and loving to allow for the bonds of trust to grow.

please whatsapp @ 96937111 for more pictures, videos and information",False,False,False,False,True,False,True,False,False,False,False,False,kitten,chill,independent,sweet,4,neutral,yes,neutral,yes,working full time,no preference,no allergies,no preference,2023-05-15T02:51:21.243Z,2023-05-15T02:51:21.243Z
201,90e5f6fa-0b91-4f48-80b5-e07fb8cbe3cb,1681491429-198,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491429-198.jpg,BELLE,36,female,domestic short hair,tabby,"playful, loving, shy","this is pretty and petite belle! she was a young mommy cat and had her little son in tow when both were tossed out of their previous home and had to defend for themselves in the harsh environment outdoors.
being very frightened, they did not know where to go, did not know how and where to find food and water. their madeshift ‘home’ was amongst the bicycles under a void deck and they were always hiding behind some folded cartons. they survived by rummaging nearby bins every night after midnight, gobling down on leftovers.
one day, a feeder spotted them when they were resting in a dark quiet corner and she started feeding them. such a harsh environment was never suitable for them and plans were made to trap both to be sterilised and rehomed. the trapping was fortunately a success. belle and her son were subsequently fostered while the feeder looked for suitable adopters for them.
belle became quite hostile and untouchable, even towards her son, ever since she was trapped and hence she had to undergo rehabilitation before being assessed fit to be rehomed. her son, on the other hand, being a kitten, was playful and adorable, unaffected by the trapping and was successfully rehomed.
fast forward, it has been almost 2 years and belle’s rehabilitation is progressing well! she has since integrated well with other cats. she learns how to integrate and interact by observing how the fosterer and the other resident cats behave towards one another. she has gradually learnt to trust humans again and now allows to be touched.
it is preferred that belle be adopted to a home with existing cat(s) that has mild temperament. reason being, belle is more comfortable having another cat with her as companion. it is also beneficial for belle to be able to follow and learn from the resident cat(s) which will make it easier for her to interact with the adopter.
the adopter also needs to be extremely patient with belle, to give her time and space to gradually warm up to you. she is not cuddly or a lapcat (but who knows she may be one in future) and when she warms up to you, she doesn’t mind sleeping next to you or be by your side when you are doing your personal stuff.
oh yes, belle is super treats-motivated (she only loves gold-d treats) and the adopter must be willing to continue with the treats every night. (hope it is not too much to ask for!) this nightly activity of feeding belle treats is also a good way of bonding with her.
after reading belle’s background, are you the one for her? are you willing to open up your heart and home to give belle a second chance? to have a home of her own so that she can shower you with all her sweetness and love?
information about belle:

gender: female

age: estimated at 3 years old

sterilised with a tipped ear

vaccinated

tested negative for fiv and felv

uses soy litter

diet of kibbles and wet food

super loves treats (gold-d treats)

overall temperament: sweet and gentle
please wa me if you would like to give her a furever home. cws adoption guidelines will apply (cat-proofed home, strictly to be kept indoors, financially independent to care for her for the next 15 years or so). a house assessment pre-adoption is mandatory. an adoption contract and adoption fee will apply.",True,False,False,False,False,True,False,False,False,True,False,False,adult,high energy,independent,sweet,3,no,neutral,neutral,neutral,working full time,owned,no preference,yes,2023-05-15T02:51:36.244Z,2023-05-15T02:51:36.244Z
202,3b0e71c8-4bc7-4517-8537-3ff5fd828baa,1681491091-47,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491091-47.jpg,Lulu,102,female,domestic short hair,black,"talkative, sweet, shy, spicy","lulu is small in size and a bit fat. she may be wary but once she likes you, she will always comes and side next to you. when you pet her and call out her name, she will respond to u in high pitch. she can be territorial.
she is not attractive though but she is sweet to you if you sweet to her.",False,False,False,True,False,False,True,False,False,True,True,False,senior,chill,loves attention,sweet,7,neutral,no,neutral,neutral,no preference,owned,no preference,yes,2023-05-15T02:51:22.757Z,2023-05-15T02:51:22.757Z
203,3a600dfe-4504-46cd-9cec-187b505c9b94,1681491748-339,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491748-339.jpg,Little Bean 🫘,2,male,domestic short hair,others,"playful, loving, sweet","fostering/ adoption*
beans! one magical bean to be exact! if you plant them overnight, they will grow and give you a surprise!
smol little bean is found all alone in a shoebox at my community cats feeding area. it is obvious that he is deliberately abandoned there with the knowledge that the feeder will definitely not walk away from him.
little bean is a sweet boy and rather fuss free for his age. he love human company and like all kittens, he enjoys play. as he is still young, it is natural that it can get a little bit messy during litterbox and mealtimes.
cat info:
name: little bean

gender: male

age: estimate 6 weeks old

status: not vaccinated and not sterilised

other info:

1) dewormed.

2) he eats every 4-6 hours or so

3) litterbox trained but does not know how to cover yet.
requirements:

– prefers to have someone that are home all of the time due to his feeding schedule and also being a kitten, he plays often. (not yet suitable to let him go around the house unsupervised)

– prefers household with existing kitten or young cat that plays

– to get first vaccination near end april

– to sterilise at 6 months old

– fully mesh home (including door and toilet window)

– strictly kept indoor only

– provide proper vet care when required

– willing to feed quality food (no salty unhealthy food like friskies, whiskas etc)

– allow homevisits and update on how cat is doing

– adoption fee of $100 applies ( to cover vet cost incurred, happy to provide receipt)
do read through the above carefully. if you think you can meet the requirements and is willing to commit a lifetime, message me.
* adoption will solely be on foster to adopt basis. meaning that we reserve the right to take the kitten back if we deem the household unsuitable for the kitten anytime during the trial.",True,False,False,False,False,True,True,False,False,False,False,False,kitten,high energy,neutral,sweet,3,neutral,neutral,neutral,neutral,working full time,owned,no preference,yes,2023-05-15T02:51:43.703Z,2023-05-15T02:51:43.703Z
204,093b3eb6-938d-4dbb-aaf4-e35fd988015b,1681491585-268,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491585-268.jpg,Owl,12,female,domestic short hair,tabby,no description available,"owl is rescued from an offshore island from a section where there was no food. she was found starving (imagine being under 1kg and over 6 months old) with severe flu and pretty much no will to live. she has since made a full recovery and then some as you can tell from her little paunch. she is expected to be about a year old but she’s the size of a 6-8 month old kitten. with her paunch, she basically looks like a munchkin.
she has been spayed and had her first vaccination. she gets along with most cats especially male cats from whom she’ll demand grooming services.
the following guidelines must be strictly followed:

she must be kept strictly indoors, meaning all your windows and gate must be secured with mesh.
primary adopter should be financially stable, and every member of the household should be agreeable to the adoption.
she must be provided good quality food and regular vet care.
adoption house visit, fees and contract apply

if you are interested, please fill in this
adoption questionnaire
and send it to over to 91070185 by whatsapp only.
adoption procedure:

preliminary review via whatsapp/email
potential adopters visit the fosters to meet the kittens
if potential adopter is interested to adopt the kittens, they are to cat proof their house (meshing of windows/gates)
foster to do a house visit to ensure that the potential adopter’s house is cat proofed

if everything is in place, potential adopters can make final preparations to welcome kittens (purchase food, litter, etc)
transfer of kittens would be made, adoption contract signed, and adoption fees paid


foster and adopters to keep in touch for any questions/issues that might arise.",False,False,False,False,False,False,False,False,False,False,False,False,kitten,chill,neutral,neutral,1,neutral,yes,neutral,neutral,working full time,owned,no allergies,yes,2023-05-15T02:51:16.380Z,2023-05-15T02:51:16.380Z
205,94b87e7e-6fb7-4f66-86a7-e6f6b9ee9bea,1681491623-285,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491623-285.jpg,Gorgeous Belle needs a home!,36,female,domestic short hair,tabby,"loving, sweet, shy","gorgeous belle is looking for a furrever home! this sweet little girl is 3 years young, extremely tame, a little shy at first but warms up quickly to anyone who spoils her with lots of head rubs, chin scritches, treats and playtime with toys! belle loves her food, and has the cutest eating habits (ask me now what they are!).
belle is part of a group of community cats that i have been feeding for 2 years. as i plan to relocate, i intend to find homes for them all before i go. belle is now safely boarded while waiting for her furrever home.
belle’s temperament:

– extremely tame and gentle, shy at first

– loving and affectionate once she warms up

– loves lots of playtime

– patience will be rewarded with the sweetest cat ever (our caretaker at the boarding place is super in love with belle)

– suitable as a single cat or companion to existing cats with proper introduction
health checks/procedures done:

– sterilised/ear tipped

– microchipped

–
 fiv/felv negative

– dewormed/deflea-ed

– vaccinated

–
 basic blood test
adoption requirements:

– cws guidelines apply

– willing to feed belle a mix of good quality wet and dry food

– house must be fully meshed/cat proofed, no exceptions

– adoption fee of $120 to help defray vet/boarding costs
if you are interested to adopt belle, please fill in this simple questionnaire:

https://docs.google.com/forms/d/1q5coxdeksu_if4h7kdgdizzwwcqqu-a4mmugcsc1a6u/edit. i will get back to you if you are shortlisted to invite you to spend some time with belle!",False,False,False,False,False,True,True,False,False,True,False,False,adult,chill,independent,sweet,4,neutral,yes,neutral,neutral,working full time,no preference,no allergies,no preference,2023-05-15T02:51:37.941Z,2023-05-15T02:51:37.941Z
206,13002e6b-175d-4514-8363-5c3b8541e7d3,1681491732-332,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491732-332.jpg,Cute Mama Angel and her 5 kittens,12,unknown,domestic short hair,others,"playful, active, friendly","mama angel and her 5 kittens have been rescued from the street recently. kittens are now weaned and all 6 of them are looking for homes now. they are to be adopted in pairs. all 6 of them are very playful, friendly and active. here are their profiles :
pair 1 : 1 year old mama angel and 2 months male kitten christine
mama angel has been spayed. both of them have been vaccinated (first), dewormed and deflead.
pair 2 : 2 months female kitten gucci and dior
both of them have been vaccinated (first), dewormed and deflead.
pair 3 : 2 months male kitten prada and 2 months female kitten chanel
both of them have been vaccinated (first), dewormed and deflead.
if you like to adopt these cute and loving cat and kittens, please contact jennifer at 94386752 to view them.
** strict screening of adopters does apply. conditions include:

1) adopters must allow for house visits

2) windows, balcony (if any) and gate have to be fully meshed to ensure their safety. prefer no magnetic meshing as the active cats and kittens might tear them down. please also note that young kittens can go through meshes with gap width of 1.3 – 1.5 inches.

3) keep them strictly indoors only

4) $150 adoption fee for each cat (to defray part of their medical and food expenses) applies

5) signing of adoption contract

6) filling up an adoption questionnaire",True,True,False,False,False,False,False,False,True,False,False,False,kitten,high energy,neutral,sweet,8,neutral,yes,neutral,neutral,student,parents,no allergies,yes,2023-05-15T02:51:42.989Z,2023-05-15T02:51:42.989Z
207,f617a6d1-885a-48e8-ab56-0f7955d2076b,1681491011-11,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491011-11.jpg,Sweet Loving Gecko,120,male,domestic short hair,black,"quiet, loving, sweet","gecko is a sweet loving cat who has is very tolerant to all people and kids.

he loves having a good breakfast follow by a long lazy day snooze on the couch.

when he wakes in the evenings, he loves company and of course a nice long pat.
he currently has a skin condition for longer term and our family are reaching out for a kind soul who is able to care for him for long term.
as we recently have a change in our household and we felt that we can longer care for him and provide him with the quality of life he deserves.
we look forward to hear from anyone who has experience in caring for injured or sick cats.",False,False,False,False,True,True,True,False,False,False,False,False,senior,chill,independent,sweet,8,no,neutral,neutral,neutral,student,parents,no allergies,yes,2023-05-15T02:51:07.552Z,2023-05-15T02:51:07.552Z
208,6ae67bee-7887-4c46-a9fd-827ebe695af6,1681491384-178,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491384-178.jpg,Kopi needs a home!,84,male,domestic short hair,ginger,"playful, curious, sweet","kopi needs a new home. he’s a sweet and playful ginger tabby, seven years old. he’s happy indoors or outdoors. and he’s the world’s best rat-catcher. absolutely fearless. if you have a landed property, he’s the cat for you. he’ll sleep all day and keep your premises pest-free at night. whatsapp please on 9109 2140.",True,False,True,False,False,False,True,False,False,False,False,False,adult,high energy,neutral,sweet,9,neutral,neutral,neutral,neutral,not working,owned,no allergies,yes,2023-05-15T02:51:34.399Z,2023-05-15T02:51:34.399Z
209,8c0046a3-e72c-4f4d-be7a-5b98723dd6ac,1681491545-250,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491545-250.jpg,Boonx and Snow,60,male,domestic short hair,black,"loving, sweet, likes to be held","brothers for adoption!
5 years old

ragdoll/siberian

been taking care of them since they were born in 12 nov 2017.
giving away due to health reasons
boonx (pronounced as boongs, responds to booboo also)
super duper loving and manja! loves cuddles and u can do anything to him (he’s ok being touch at any parts of his body). doesn’t bite/scratch.
medical history

underwent surgery twice (both ears) due to hematoma
snow (responds to snowy also)
mama cat did not cut off the umbilical cord properly when the kitties were born so 3 of them got stuck together. brought them to the vet in time but poor snowy has a deformed leg from that. he limps but still able to jump on sofas/counter tops like any ordinary cat!
super duper loving and manja as well! both of them loving and manja in different ways i can’t even describe the difference in personality. ok with cuddles, loves belly rubs. doesn’t bite/scratch.
snowy has motion sickness. bring a plastic and lots of wet wipes when bringing him on a car ride!!!
medical history

prone to fungus infection at one point of time but has had stable healthy skin in the last 2 years (have to send for grooming every 3-4 months. his skin got healthier with frequent grooming and showers)
both snow & boonx are really easy going cats. snow is like a baby while boonx is like a best friend. they are not typical mind my own business kind of cats, they actually love human interaction so i’m looking for owners who have the time and commitment to home these brothers.",False,False,False,False,False,True,True,True,False,False,False,False,adult,chill,neutral,sweet,5,no,yes,neutral,neutral,working part time,rental with landlord’s consent,no allergies,yes,2023-05-15T02:51:08.424Z,2023-05-15T02:51:08.424Z
210,4fa5cdfb-ab08-40db-820a-fb5fd72bcd24,1681491203-97,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491203-97.jpg,Gentle brown kitty,24,male,domestic short hair,others,sweet,"my family is leaving singapore and we would like to find a good home for our 2 year old brown kitty. he is used to staying inside and is trained to use the litter box.
 he has been gentle with our children and is a well behaved cat.",False,False,False,False,False,False,True,False,False,False,False,False,juvenile,chill,neutral,sweet,6,neutral,neutral,neutral,neutral,working full time,owned,no allergies,no preference,2023-05-15T02:51:26.673Z,2023-05-15T02:51:26.673Z
211,875a10be-80c3-4b8f-ae25-f1a0e8b2fae3,1681491386-179,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491386-179.jpg,Adopt Me! Dora,60,female,domestic short hair,ginger,sweet,"hi i am dora.
i am 5 years old and i’m looking for a new home to stay. i am a local singapore breed and i love to snuggle with you in bed.",False,False,False,False,False,False,True,False,False,False,False,False,adult,chill,neutral,sweet,3,neutral,neutral,neutral,neutral,working full time,owned,no preference,yes,2023-05-15T02:51:34.482Z,2023-05-15T02:51:34.482Z
212,5c9517de-5207-4a39-b411-fda203cd7d2f,1681491543-249,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491543-249.jpg,Calico & Ginger bonded pair,18,female,domestic short hair,calico/tortie,"loving, sweet, shy","bonded pair up for adoption. both approx 1.5yo. healthy, yearly vaccinated. calico female. ginger male. both sterilised. looking for loving home.
food: rc indoor adult cat dry
loves: cuddling up to humans. maybe shy at first but warms up easily. can get along with other cats.
fully toilet trained.",False,False,False,False,False,True,True,False,False,True,False,False,juvenile,chill,independent,sweet,2,neutral,yes,neutral,neutral,no preference,owned,no allergies,yes,2023-05-15T02:51:14.868Z,2023-05-15T02:51:14.868Z
213,99667eb8-c6a7-4c7d-a0f3-2e67d194a8a6,1681491884-400,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491884-400.jpg,Shin & Juku,2,male,domestic short hair,others,"playful, curious","shin (ginger male) and his friend juku (dark-grey female) are about 2 months old, incredibly cute and happy.  they’re interested in the world around them, love to play together but also content to explore on own.  though they are not related (rescued from different locations), we would like them to be adopted, preferably in a pair.
if you’re keen to meet shinjuku, willing to cat-proof the home and feed a mixture of soft and dry food, please contact 9620 9976.
p.s. there will be contractual agreement to have the kittens spayed/neutered at the approximate age of 6 months.

meshing of windows, as well as home visit, are required.",True,False,True,False,False,False,False,False,False,False,False,False,kitten,high energy,neutral,neutral,4,neutral,yes,neutral,neutral,working full time,no preference,no allergies,no preference,2023-05-15T02:51:49.014Z,2023-05-15T02:51:49.014Z
214,511c9727-2a46-4ccf-93a9-d8b641657d61,1681491569-261,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491569-261.jpg,"Affectionate ball of fluff, Tiger!",84,male,domestic short hair,tabby,"playful, talkative, loving, sweet","adoption notice – affectionate ball of fluff, tiger!


tiger is no standard issue.



he is a gentle ball of fluff who will look into your eyes and walk between your legs. tiger enjoys some playtime chasing the elusive red dot or hunting his toy butterfly, but most of the day he’ll want to nap, if possible, next to you. he’s a chatty boy who will let you know when it’s time for breakfast and who’ll greet you at the door, unless he is napping.



tiger is ready for a forever home, in fact, he longs for one.



he’s 7-8 eight years old, fiv positive; felv negative, and has lost his teeth due to stomatitis. so he needs daily medication to make his life more comfortable. costs and current medication regime can be shared with interested adopters



but make no mistake, tiger has much warmth and silliness to offer, and will be able to enjoy a pampered and exclusively indoor life for years to come.



other details



sterilised


suitable for single cat households or multi-cat households with other fiv positive cats


suitable for households with young children and/or elderly


been tested with dogs – he’s ok and chill with them


cuddle-bug! lap cat! chill!


adoption fee of $80 to partially offset medical costs



whatsapp 88820677 if you’re keen to meet this charmingly affectionate gentleman, tiger! he’s waiting",True,False,False,True,False,True,True,False,False,False,False,False,adult,high energy,loves attention,sweet,8,no,no,yes,yes,student,parents,no allergies,yes,2023-05-15T02:51:08.766Z,2023-05-15T02:51:08.766Z
215,2134d54c-2627-443f-93a3-5ce0c72745d9,1681491616-282,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491616-282.jpg,Sammy who lost his human mommy to cancer,144,male,domestic short hair,ginger,shy,"sammy was a timid but well loved kitty by his human mommy since he was a kitten.
 he turned 12 years old and unfortunately lost his human mommy.
 it will take some time to earn his trust but we definitely think he deserves a second chance!
 he gets comfortable with adults easily but might take some time to open up to children.",False,False,False,False,False,False,False,False,False,True,False,False,senior,chill,independent,neutral,1,no,neutral,neutral,neutral,working full time,owned,no allergies,yes,2023-05-15T02:51:37.648Z,2023-05-15T02:51:37.648Z
216,2139b681-4624-4cbe-98cd-bbb88ed44ac9,1681491759-344,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491759-344.jpg,Adopt #CupidStealHearts Long-tailed Dilute Tortie!,12,female,pedigree/cross,calico/tortie,"playful, loves attention","cupid, abandoned near a canal and was seen roaming in that area for a week, eventually rescued on valentines day. when she first moved to foster care, she didnt know how to cat and would bite whenever hoomans try to pet her. after she met and started interacting with another foster cat (sencha aka not-so-secret admirer of hers), she learned how to cat & learned how to interact with hoomans.
purrsonality-wise, cupid is playful & will ask for playtime. she is also sticky w/ hoomans and will come hang out whenever her foster hoomans are wfh. cupid is vaccinated, fiv/felv negative, sterilised, microchipped and litter-trained. she eats both wet and dry food and is not fussy with food.
as cupid loves playtime, it is preferable that she be adopted into a home with existing cat(s) or a home with enough hoomans to entertain her.
if you can meet our adoption requirements below, please complete the form here: https://forms.gle/l2vjurwshowewnqda
1. primary caregiver/adopter must be a working adult as having a cat is a lifetime commitment (15-20 years) with financial responsibilities.

2. you/your family own the place of residence or have obtained prior approval from the landlord to keep a pet and to catproof the home if renting. if you are only renting a room in the house or renting directly from hdb, we will not be able to accept your adoption application.

3. meshing/netting or installing small grilles (1.5/2-inch gap) is a must for windows/gates to prevent the cat from escaping or falling from height.

4. cat must be kept indoors only and not in a cage. if bringing the cat out for walks, to put on a harness and a leash on the cat. no ecp gathering, free roaming purrlease!

5. cat is to be given necessary vet care as needed (vaccinations, check-ups etc.).

6. cat must be fed good quality cat food.

7. to allow a pre-adoption home visit and possibly post-adoption visits by fosterer/rescuer (by appointment only).

8. to sign the adoption contract and pay a small adoption fee to offset part of the vet costs incurred. vet bills and documentation will be handed over upon signing of the adoption contract.

*9. if you have existing cat(s), please ensure that you have documents indicating that they are fiv & felv negative and if they are older than 6 months, that they are sterilised.",True,False,False,False,False,False,False,False,False,False,False,True,kitten,high energy,loves attention,neutral,6,neutral,yes,neutral,neutral,working full time,owned,no allergies,no preference,2023-05-15T02:51:44.140Z,2023-05-15T02:51:44.140Z
217,a6ad9bf1-3c7a-4aed-9652-cf4b6360b590,1681491435-201,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491435-201.jpg,Skippy- Lap cat,18,male,domestic short hair,ginger,"playful, active, sweet, friendly","skippy is a young and playful lap cat. rarely you would come across a cat who is playful and full of energy but at the same time able to spend some quiet time cuddling and snoozing with you.
he loves being with other cats and he loves playing and cuddling, so he would do best in a family with another kitten or adult cat who also likes to play and would appreciate a companion. he is friendly and play bites and therefore not ideal for family with young children. he is otherwise suitable for all other types of family!
he is sterilised, fiv/felv negative, petite in size, has an adorable face and a fun and loving personality!
please whatsapp 97214712 if you would like to inquire about him. meshing of windows is a must.",True,True,False,False,False,False,True,False,True,False,False,False,juvenile,high energy,neutral,sweet,1,neutral,neutral,neutral,no,working full time,owned,no allergies,yes,2023-05-15T02:51:36.410Z,2023-05-15T02:51:36.410Z
218,c3371170-db84-4749-8764-788f30ab2b71,1681491317-148,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491317-148.jpg,Uke,4,male,domestic short hair,white,"active, friendly","uke is a little 3-4 month old boy who is looking for a permanent home. his favourite activities include running around like a happy bunny and hanging out with people (once he gets used to you). he’s chilled out and an advocate for french fashion judging by the beret in his markings. he really likes other cats as well and would do well with playmates.
(a) house must be safe for the kitten – meshed up, grilled, etc
(b) good quality food, fresh water, sufficient indoor stimulation, etc should be provided
(c) regular vet visits must be in place for sterilisation (at 6 months) and vaccinations (each year).
(d) i conduct a house visit to meet the adopter and family
(e) adoption fee and adoption contract apply
please sms/whatsapp 91070185 if you are keen.",False,True,False,False,False,False,False,False,True,False,False,False,kitten,high energy,neutral,sweet,3,neutral,yes,neutral,neutral,working full time,owned,no preference,yes,2023-05-15T02:51:31.680Z,2023-05-15T02:51:31.680Z
219,c9c02300-dbe5-482c-b2f1-d9cf06eb66b9,1681491509-234,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491509-234.jpg,Taugeh,6,female,domestic short hair,calico/tortie,"playful, active",taugeh is a 6 month old female domestic short hair kitten with a bent tail who is very active and playful. i am looking for someone who is experienced in taking care of cats as taugeh tends to bite sometimes. hoping to be able to find a new home,True,True,False,False,False,False,False,False,False,False,False,False,kitten,high energy,neutral,neutral,7,yes,neutral,neutral,neutral,no preference,owned,no preference,yes,2023-05-15T02:51:18.908Z,2023-05-15T02:51:18.908Z
220,d27e5495-13a3-4ba8-80e0-1c6b39f6bc9f,1681491929-420,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491929-420.jpg,Skippy,12,male,domestic short hair,tabby,friendly,"skippy is a classic tabby male cat, one year old.  tame, well behaved with a good all-round nature.  he enjoys mealtimes and loves soft food.  he gets along great with other cats.

skippy was abandoned at the void deck of one rental housing block.  he was subsequently rescued and sterilized.
if you can open your heart to this sweetie, willing to cat proof the home and provide a mixture of good quality soft and dry food, please contact 9620 9976.
p.s. if you’re a student, please ask your parent to contact us.",False,False,False,False,False,False,False,False,True,False,False,False,kitten,chill,neutral,sweet,2,neutral,yes,neutral,neutral,no preference,owned,no allergies,yes,2023-05-15T02:51:50.709Z,2023-05-15T02:51:50.709Z
221,809e61e7-daf1-4638-9706-e86e0372c82a,1681491201-96,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491201-96.jpg,Black,120,female,domestic short hair,black,friendly,"hi! please meet black! she was adopted from spca and is friendly and mild-mannered! my parents have had her for almost a decade but are no longer able to care for her due to several unexpected circumstances
black is sterilized (since we adopted her from spca) and is looking for a new home. we are also under a bit of a time crunch and hope to have black re-homed asap if possible.
if you are interested and able to open your heart and home to this lovable cat, please contact adam at 98583408. thanks!",False,False,False,False,False,False,False,False,True,False,False,False,senior,chill,neutral,sweet,2,yes,neutral,neutral,neutral,no preference,owned,no allergies,yes,2023-05-15T02:51:26.556Z,2023-05-15T02:51:26.556Z
222,1a692d3c-1885-4b2e-bf5a-e49e8827aea7,1681491837-379,https://petfinder6000images.s3.ap-southeast-1.amazonaws.com/cropped_1681491837-379.jpg,Tord,12,male,pedigree/cross,white,no description available,"we want our cats to go to homes where we know they will be safe, secure and well taken care of. cats can live beyond 20 years and potential homes must be prepared for veterinary bills and the care that is needed when they fall ill.
we follow a strict adoption screening process which includes:

full meshing of windows and gate (secured meshing, or window grilles not more than 2″ wide). magnetic mesh is not acceptable.
a house visit
an adoption fee of $250 per cat, which partially covers the cost of sterilisation, vaccination, deworming, flea treatment (revolution) and quality food for the time they are with us, and also goes towards current and future cases we take on.

if you can
fulfil all the above requirements,
whatsapp
us at 87763296 (9am-9pm). calls will not be entertained.",False,False,False,False,False,False,False,False,False,False,False,False,kitten,chill,neutral,neutral,1,neutral,neutral,neutral,neutral,working full time,owned,no allergies,yes,2023-05-15T02:51:47.304Z,2023-05-15T02:51:47.304Z
